"bateria","Tem_Instr_Violao_Viola","Tem_Instr_Guitarra","Tem_Instr_Cavaco","Tem_Instr_Sintetizador_Teclado","Tem_Instr_Piano","Tem_Instr_Metais","Tem_Instr_Madeiras","Tem_Instr_Cordas","BPM","VolMedio","PctCantada","PctRap","duracao","ano_lancamento","gostou","n_reproducao","id_cliente"
"Nenhuma",FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,120.368066362758,-6.48742584602811,72.8490474394544,0,243052,2002,FALSE,2,"#ID1349"
"Eletrônica",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,147.911847049298,-6.42340922065794,67.2630750813828,0,191688,2020,FALSE,4,"#ID1349"
"Eletrônica",TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,112.224476850538,-8.37496813793349,77.283521014251,0,290529,2014,FALSE,2,"#ID1349"
"Acústica",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,130.829992449871,-6.00202853117767,78.0368625031458,0,207613,2017,FALSE,4,"#ID1349"
"Acústica",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,120.168166168898,-8.28394573897705,72.3255998586244,0,158326,2018,FALSE,2,"#ID1349"
"Eletrônica",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,98.8930450007052,-5.72099034656034,14.7409024836975,50.8067334360335,189676,2010,TRUE,10,"#ID1349"
"Eletrônica",TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,124.545648836139,-8.32881948947544,80.4642508499635,0,199839,2011,TRUE,5,"#ID1349"
"Eletrônica",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,83.9482519770247,-8.00210459444059,79.2501475301991,18.8503833201395,199784,2000,FALSE,3,"#ID1349"
"Acústica",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,109.315521281226,-4.89529368540187,80.3568496155114,23.7280447023816,290414,1999,TRUE,5,"#ID1349"
"Acústica",FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,109.518670167929,-7.45149576397855,23.9694056037281,75.6713820291991,282443,2015,FALSE,3,"#ID1349"
"Eletrônica",FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,142.199596842591,-7.3246500908604,57.6893709956341,0,213447,2021,FALSE,1,"#ID1349"
"Acústica",FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,108.11845813325,-6.84343940607597,67.9538381016357,0,294551,2003,TRUE,7,"#ID1349"
"Acústica",FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,121.138741111009,-11.5629894159242,47.5202293754167,0,434830,1979,FALSE,1,"#ID1349"
"Acústica",TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,116.681509517217,-7.70411787591459,70.7025902866443,0,140913,1990,TRUE,1,"#ID1349"
"Eletrônica",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,99.92712222635,-7.67927812941895,21.1588032902077,85.9081505100502,223873,2017,FALSE,1,"#ID1349"
"Acústica",TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,134.779395828908,-6.83289613603601,76.1494801423305,18.9525351117997,328851,2007,FALSE,2,"#ID1349"
"Nenhuma",TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,134.568074905792,-8.82552096344118,75.0368240035623,0,301378,1996,TRUE,4,"#ID1349"
"Acústica",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,98.8244698590079,-6.58188140862321,20.8335502720687,50.7414013337779,199414,2015,FALSE,4,"#ID1349"
"Acústica",TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,151.218724496248,-10.2587431156653,75.1340961703972,23.6710953237047,304703,1971,FALSE,3,"#ID1349"
"Acústica",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,91.0797587115836,-5.49876266314828,29.4603487102772,69.1589703727103,207086,2011,FALSE,3,"#ID1349"
"Acústica",FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,93.7102408385208,-8.58039774878166,70.3945561931978,0,137275,2021,FALSE,3,"#ID1349"
"Acústica",TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,94.5660513889641,-8.62761053418972,81.5179489418602,0,169099,2013,TRUE,2,"#ID1349"
"Acústica",FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,94.4959784154106,-6.5556479909765,13.545409525738,59.0064713204764,212799,2018,FALSE,5,"#ID1349"
"Eletrônica",FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,148.562598936414,-5.76115265537614,54.2332438963337,0,185742,2018,FALSE,4,"#ID1349"
"Acústica",FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,117.961768475165,-7.358516825923,37.48911293388,0,347492,1933,FALSE,3,"#ID1349"
"Acústica",FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,125.626000641469,-8.87365282705257,36.3343187661212,0,726954,1959,FALSE,2,"#ID1349"
"Acústica",FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,106.95104630897,-10.9960960184486,43.5864270949386,0,544042,1971,FALSE,7,"#ID1349"
"Eletrônica",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,108.490674545781,-7.9062257245537,21.0954601858971,67.7133845568258,179921,2012,FALSE,2,"#ID1349"
"Acústica",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,87.1862619444885,-8.65125086853529,67.6349412455632,0,166290,2012,FALSE,2,"#ID1349"
"Acústica",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,104.518587793994,-6.3837527399207,76.3295962888573,17.9186388946891,166535,2009,FALSE,4,"#ID1349"
"Acústica",TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,108.301432874555,-9.47160332742641,73.8383294596551,0,165191,2017,TRUE,7,"#ID1349"
"Nenhuma",TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,94.0508607388205,-5.98218567004028,79.4249116172079,0,164223,2005,FALSE,2,"#ID1349"
"Eletrônica",FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,93.5458442493201,-5.95032569997203,7.4492538392549,80.3641868603687,181220,2015,TRUE,4,"#ID1349"
"Eletrônica",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,85.2799401529918,-6.16438048030394,19.3362909858427,73.3323012183891,193858,2011,FALSE,5,"#ID1349"
"Eletrônica",FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,98.5993100329423,-7.37503476299001,15.0662970586334,63.4664704064717,209636,2011,FALSE,2,"#ID1349"
"Acústica",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,93.5341284583821,-7.40430797952708,77.8765117739158,0,156264,2015,FALSE,2,"#ID1349"
"Acústica",FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,152.293990574232,-8.99664608108105,64.9877017544943,0,216513,1956,TRUE,2,"#ID1349"
"Eletrônica",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,93.5881071359586,-7.84446249942815,14.3920142731765,69.6448710049919,274806,2016,TRUE,6,"#ID1349"
"Acústica",TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,98.3412509167889,-11.0831579173251,77.1580710443863,0,252622,2010,TRUE,4,"#ID1349"
"Eletrônica",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,125.535808477153,-6.55876448943304,54.0386541139723,0,163853,2020,TRUE,3,"#ID1349"
"Eletrônica",FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,124.917453159348,-6.20405976353943,31.4015897609926,0,395639,2015,TRUE,3,"#ID1349"
"Acústica",TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,103.288096591493,-6.04151631533696,68.9211283760218,0,162487,2005,FALSE,3,"#ID1349"
"Nenhuma",TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,96.1728949349985,-6.58461659212636,76.7519480766486,17.8377919637311,203910,1998,FALSE,1,"#ID1349"
"Acústica",FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,118.837861235913,-8.18987573902905,42.980797905066,0,642656,1970,TRUE,4,"#ID1349"
"Acústica",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,100.13545619487,-10.3150017698439,76.2935386016173,0,187653,2014,TRUE,2,"#ID4773"
"Acústica",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,75.081151260735,-7.94945044233015,72.9656612391432,0,204423,2017,FALSE,3,"#ID4773"
"Eletrônica",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,155.82201166904,-7.76210048584205,60.0043900932602,0,189910,2019,FALSE,5,"#ID4773"
"Acústica",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,103.911382471114,-6.75807133246104,82.6750720078069,0,183424,2015,FALSE,4,"#ID4773"
"Acústica",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,101.369727415277,-10.6265633067405,72.9332330042753,0,165652,2017,FALSE,3,"#ID4773"
"Acústica",FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,68.9492093821282,-8.02768768421057,82.3669706081424,0,213547,2019,FALSE,4,"#ID4773"
"Acústica",FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,81.0168296955049,-6.89474383583124,28.0025597602492,78.4806714094849,289584,2012,FALSE,5,"#ID4773"
"Eletrônica",FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,120.428590748116,-7.16800041859012,20.4017537325931,77.7235269281519,268362,2018,FALSE,4,"#ID4773"
"Acústica",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,80.8095839102388,-8.23782304618378,76.5349411851834,0,167219,2014,TRUE,5,"#ID4773"
"Eletrônica",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,94.0813323638032,-7.51532596993238,53.3105167472993,0,155168,2021,FALSE,4,"#ID4773"
"Acústica",FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,127.936101886202,-10.0999561314791,41.626118196818,0,342188,1954,FALSE,1,"#ID4773"
"Acústica",TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,101.879823771234,-8.98047407947555,71.4528790877438,0,192970,1986,FALSE,3,"#ID4773"
"Acústica",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,68.2030878144509,-8.1963156670403,74.3908250058781,0,138331,2016,FALSE,2,"#ID4773"
"Eletrônica",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,111.777337410315,-6.25711670111122,58.4895140891375,19.092940443364,126062,2021,FALSE,3,"#ID4773"
"Nenhuma",TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,114.07750677092,-7.26047412676072,71.933359951102,0,301493,2004,FALSE,2,"#ID4773"
"Eletrônica",TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,116.125321756856,-7.29190249489947,70.1269371587214,18.9897614112945,340865,2020,TRUE,5,"#ID4773"
"Eletrônica",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,139.731642284021,-7.25685202428132,65.3413338453342,16.8465705109552,220162,2016,FALSE,3,"#ID4773"
"Acústica",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,66.5769081820247,-8.15070310214315,67.955611630135,0,193507,2018,TRUE,6,"#ID4773"
"Acústica",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,133.118933112514,-8.71728207602415,78.2907349942075,0,181724,2017,TRUE,5,"#ID4773"
"Acústica",FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,149.724908240926,-8.04046364172765,68.6750535390116,0,296561,1984,FALSE,3,"#ID4773"
"Acústica",TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,143.798484097022,-6.40327619374908,74.4831798190538,0,122958,1970,TRUE,5,"#ID4773"
"Nenhuma",FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,64.3871546466262,-28.5770712756246,0,0,268822,1989,FALSE,2,"#ID4773"
"Acústica",TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,107.661216790993,-9.55298455246097,68.8794595906453,0,299009,1978,FALSE,2,"#ID4773"
"Eletrônica",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,126.615231107552,-6.7854655968578,55.2731421429797,22.9848401003249,227495,2021,FALSE,3,"#ID4773"
"Acústica",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,57.6423098756279,-8.15661108181503,73.771490392397,0,151453,2012,FALSE,4,"#ID4773"
"Eletrônica",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,161.211847198835,-4.73252448375203,55.0368537503467,0,143084,2021,TRUE,3,"#ID4773"
"Eletrônica",FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,119.010571365657,-10.3476295421105,19.5760749325641,0,515256,1984,FALSE,6,"#ID4773"
"Acústica",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,84.1355571231272,-7.28023668799135,73.3318561519434,0,225134,2016,FALSE,4,"#ID4773"
"Acústica",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,101.996649346304,-6.78227900558688,66.1863165881813,0,197771,2018,FALSE,3,"#ID4773"
"Eletrônica",TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,112.830369820325,-5.17367525702862,68.0370305489299,17.10953576941,219527,2005,TRUE,4,"#ID4773"
"Eletrônica",TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,145.485559457044,-6.72719105754911,60.9751967749719,15.8100003448927,172920,2016,FALSE,3,"#ID4773"
"Acústica",FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,122.196475852526,-14.9105652935759,42.2346478814217,0,509579,1974,FALSE,2,"#ID4773"
"Acústica",FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,102.394288030426,-7.68635857485241,13.2437059495577,69.1661792890406,228786,2007,FALSE,3,"#ID4773"
"Acústica",TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,90.3559118829843,-9.20180413236254,58.6011753407316,0,182568,2017,FALSE,5,"#ID4773"
"Acústica",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,95.7217300918928,-10.0656408043307,76.3951827659261,0,246540,2014,FALSE,3,"#ID4773"
"Acústica",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,113.94992028795,-9.08824862186219,78.3439610611314,0,162945,2016,TRUE,1,"#ID4773"
"Acústica",TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,124.693630741289,-6.69155301605525,73.6357687407353,24.6427477771228,164336,2007,TRUE,2,"#ID4773"
"Acústica",TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,116.692874052025,-6.03124938307455,75.9960194648545,0,194915,2016,FALSE,2,"#ID4773"
"Acústica",TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,96.9476248991697,-7.07014621016943,72.4546853383411,0,222140,2009,FALSE,2,"#ID4773"
"Acústica",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,94.2990052016708,-7.68659805871484,83.8283779892122,0,174826,2015,FALSE,2,"#ID4773"
"Eletrônica",FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,158.088705995193,-5.66670898423451,58.5260629407861,0,163764,2020,FALSE,4,"#ID4773"
"Nenhuma",TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,110.998685718653,-7.1022503027061,72.3370695548845,0,163357,1997,FALSE,1,"#ID4773"
"Nenhuma",FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,120.128082756842,-6.55088872134526,68.7550816456653,23.9318818583416,297500,2003,TRUE,4,"#ID4773"
"Acústica",FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,76.4397486353382,-9.86188462911585,74.4945334499084,0,195695,2021,FALSE,3,"#ID4773"
"Acústica",FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,133.159234523764,-5.99345276203181,69.672603278023,35.262974423445,232293,1959,FALSE,5,"#ID4773"
"Nenhuma",FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,113.088438122928,-7.82561961542673,67.7406994658775,14.0780349651907,290479,2011,FALSE,4,"#ID4773"
"Eletrônica",TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,151.538271671315,-6.86311743888967,55.3785051163522,0,221705,2021,FALSE,3,"#ID4773"
"Acústica",TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,117.797730208565,-7.44036568811805,61.8172927218765,58.5589505087925,224191,1973,FALSE,3,"#ID4773"
"Eletrônica",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,127.58496482369,-6.28115320052332,60.2678792226833,20.8697472014906,203563,2021,TRUE,4,"#ID4773"
"Acústica",FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,149.666826384434,-7.05022497450299,63.6125095282441,0,352179,1960,FALSE,3,"#ID4773"
"Eletrônica",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,120.396225314299,-7.23146262612712,58.629609902281,0,179505,2016,FALSE,5,"#ID4773"
"Acústica",TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,139.153485945739,-6.62702059068519,82.0678454551002,0,222705,2007,FALSE,3,"#ID4773"
"Acústica",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,99.8545115174594,-8.55229408865911,76.4581404012907,0,165041,2018,FALSE,1,"#ID4773"
"Eletrônica",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,145.967290883049,-6.29625039575105,63.560667235654,17.8506742443387,167128,2021,FALSE,3,"#ID4773"
"Eletrônica",TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,149.303252214724,-5.13060746571161,68.8236467440868,0,265489,1999,FALSE,2,"#ID4773"
"Acústica",TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,102.122834781405,-12.1332274689734,85.3507526153419,0,243047,1992,FALSE,3,"#ID4773"
"Acústica",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,104.031743275746,-6.38339529126402,74.0545742008848,0,211591,1993,FALSE,2,"#ID4773"
"Acústica",TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,115.291051142629,-5.97533671236662,76.2453117651881,0,62268,2003,FALSE,2,"#ID4773"
"Eletrônica",FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,82.4222051317124,-8.07136129627098,77.5847952977675,0,170912,1989,FALSE,1,"#ID4773"
"Eletrônica",FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,113.007372270251,-8.59324337152612,83.0807712413278,20.9117784007913,172866,2000,FALSE,1,"#ID4773"
"Acústica",TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,124.047524315546,-6.79848446319175,77.4239247678198,0,235274,2002,FALSE,2,"#ID4773"
"Acústica",TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,90.8584305239966,-9.61678639072682,84.8656951706972,0,216631,2008,FALSE,3,"#ID4773"
"Acústica",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,72.6433771053843,-6.68575871238173,70.6208509014489,0,152559,2013,FALSE,3,"#ID4773"
"Acústica",TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,137.027791725001,-14.4158555865128,78.9744236705746,0,208030,1998,FALSE,2,"#ID4773"
"Acústica",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,149.937931985295,-8.56656050974978,68.0179103914697,0,329404,1985,FALSE,2,"#ID4773"
"Eletrônica",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,88.0653493192342,-6.64705309179937,30.680918629611,63.7393213721825,256953,2005,FALSE,3,"#ID4773"
"Nenhuma",TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,134.149050634267,-9.57016683781876,76.390436141236,0,226196,2007,TRUE,5,"#ID4773"
"Eletrônica",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,109.08462358662,-5.51933133158312,62.4584993834794,0,201883,2020,FALSE,1,"#ID4773"
"Eletrônica",FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,120.374335194266,-6.92969611524979,21.7007975928068,40.9247650347866,228576,2002,FALSE,5,"#ID4773"
"Acústica",FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,122.616179536596,-5.80344464317533,38.4212931612185,0,418042,1971,FALSE,2,"#ID4773"
"Acústica",TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,94.1039993974568,-7.33450346823376,70.8308378405948,18.5810879405709,170503,2010,FALSE,2,"#ID4773"
"Acústica",FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,123.558200512145,-7.95932164278506,44.1411480508309,0,330848,1981,FALSE,1,"#ID4773"
"Acústica",FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,125.505926284856,-12.207961225057,77.3613546774478,0,625126,1990,FALSE,6,"#ID4773"
"Acústica",TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,127.577593426435,-6.04906474501752,73.5528877284133,0,154573,2006,FALSE,5,"#ID4773"
"Eletrônica",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,115.159123166789,-7.32293009554173,64.0163701158748,0,164126,2020,FALSE,3,"#ID4773"
"Eletrônica",FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,122.176345819706,-8.85839240552324,48.0263398322132,0,383517,1962,TRUE,5,"#ID4773"
"Acústica",TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,143.718398779021,-7.48056293274767,75.97593016644,31.7612088863219,315511,2006,FALSE,4,"#ID4773"
"Acústica",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,113.447597347474,-6.7764887223712,80.8469124780798,22.9259035431843,136211,2010,TRUE,3,"#ID4773"
"Acústica",TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,105.307219051841,-12.343451529961,73.1935041767946,0,245425,1988,FALSE,3,"#ID4773"
"Acústica",FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,148.635534215344,-7.93536490783775,66.7698503978576,0,244856,1972,FALSE,4,"#ID4773"
"Eletrônica",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,173.691075619136,-7.09448494377402,66.7794125673496,17.1148804127521,223525,2019,TRUE,2,"#ID4773"
"Eletrônica",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,166.536576668885,-7.12210005764717,56.6848395534671,0,141840,2017,FALSE,2,"#ID4773"
"Eletrônica",FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,118.207701807146,-10.4486248625882,30.1267146576602,0,339791,1962,FALSE,3,"#ID4773"
"Eletrônica",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,153.000562131673,-6.14915568352275,65.1950691132186,0,150895,2019,FALSE,2,"#ID4773"
"Eletrônica",FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,122.448909525739,-8.43078254899434,46.7717904078106,0,419657,1954,FALSE,1,"#ID4773"
"Acústica",TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,78.0398488931888,-17.3935443272484,76.376337817534,0,215878,2021,FALSE,1,"#ID4773"
"Acústica",FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,114.514339104624,-19.8461100400071,0,0,281495,2006,FALSE,1,"#ID4773"
"Acústica",TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,126.814361793473,-4.78916647771988,71.1680067632818,0,328271,1977,FALSE,4,"#ID4773"
"Acústica",FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,93.5517358018269,-9.71325841835162,70.5698483488498,0,252587,2021,FALSE,2,"#ID4773"
"Eletrônica",TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,122.675431878063,-7.43000290417404,67.9321986965456,23.7984834031212,284332,2000,TRUE,3,"#ID4773"
"Eletrônica",FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,149.692342580539,-7.04159732523695,65.5052267193234,0,216620,2017,FALSE,4,"#ID4773"
"Acústica",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,85.5133316758069,-8.13450532802429,72.7627969133959,0,191372,2013,FALSE,2,"#ID4773"
"Acústica",FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,119.006061159287,-5.89930805892765,74.4887582034563,22.4230954135251,357896,1982,TRUE,5,"#ID4773"
"Eletrônica",FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,131.001737427832,-6.06069845197777,70.7841222522563,14.1990590243455,333492,2019,TRUE,1,"#ID4773"
"Acústica",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,81.8551855077471,-4.37574700427656,72.1664977922703,0,195736,2020,FALSE,5,"#ID4773"
"Eletrônica",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,101.502165977542,-5.80634619927351,67.7015828165956,0,284990,1996,FALSE,2,"#ID4773"
"Eletrônica",TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,149.630965471661,-6.91646480270289,68.8587118353147,20.1920522432019,202933,2021,FALSE,3,"#ID4773"
"Acústica",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,86.2955748031067,-8.73451930587506,75.9361068829656,0,222132,2017,FALSE,3,"#ID4773"
"Acústica",TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,115.473547710317,-7.14911934833271,73.3217561404518,13.995031500139,219669,2021,FALSE,4,"#ID4773"
"Eletrônica",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,109.856346680519,-6.46552908365775,55.326192844642,0,107250,2019,FALSE,4,"#ID4773"
